% Model:              IceShelf2D_forward.mph
% Version:            COMSOL 5.6.0.401
% Date:               Jun 13 2024, 08:58
% Dimension:          2
% Nodes:              21665
% Expressions:        4
% Description:        Dependent variable u, Dependent variable v, Dependent variable H, given viscosity
% Length unit:        m
% x                       y                        u (1)                    v (1)                    H (1)                    nu (Pa*s)
17600.00000022164         13297.8729521522         3.3918625104294E-5       -1.8205015378097937E-6   345.25401940625676       3.885177171008116E13
18133.33333337935         12765.958714858158       3.3673612596999164E-5    -1.8163861113196095E-6   340.45646252869716       3.773114752851047E13
18666.666666674617        12234.04515788164        3.339659567225198E-5     -1.8052052405441245E-6   335.7541880199641        3.660033846065317E13
19200.000000001008        11702.132959931721       3.308480903964458E-5     -1.7871857742714066E-6   331.1619447503748        3.5464892793743125E13
19733.3333333333          11170.22344872193        3.2735355557492415E-5    -1.7625496391995235E-6   326.7034968653941        3.4330414089142406E13
20266.6666666665          10638.319192940076       3.2345228588939094E-5    -1.7315167667027162E-6   322.4149913645946        3.3202537228829836E13
20799.999999999818        10106.425106686751       3.1911338354706415E-5    -1.6943075129524853E-6   318.33980526249616       3.2086905119828383E13
21333.333333333147        9574.550485497837        3.14305441732379E-5      -1.6511446279958909E-6   314.5111241733796        3.0989146811546055E13
21866.666666666482        9042.712716319435        3.0899696713728014E-5    -1.6022569806093308E-6   310.92923958749634       2.991485815435189E13
22399.999999999818        8510.943963812484        3.0315696636846005E-5    -1.5478873763099283E-6   307.55290097666585       2.8869586666053156E13
22933.333333333157        7979.303101568987        2.9675576721597192E-5    -1.4883021348511882E-6   304.32208057861914       2.785882301527233E13
23466.66666666649         7447.896825166409        2.897661520387991E-5     -1.4237935302108554E-6   301.2038121548218        2.6888002502751164E13
23999.999999999825        6916.916783763197        2.8216495542520106E-5    -1.3546667366821501E-6   298.22154771518746       2.596252111788272E13
24533.33333333316         6386.704669667332        2.7393551140830707E-5    -1.2812162118746182E-6   295.431008728335         2.50877721024219E13
25066.666666666497        5857.866329272787        2.650717608507171E-5     -1.2037143490525642E-6   292.856526000034         2.426921027291869E13
25599.99999999983         5331.47250182574         2.5558542279304782E-5    -1.1224377080580593E-6   290.4541164295388        2.3512452100366992E13
26133.33333333317         4809.413784323996        2.455185155946017E-5     -1.037738045815458E-6    288.1490152711739        2.282341807622182E13
26666.666666666504        4295.02963718138         2.349651834678381E-5     -9.501610626045614E-7    285.90602577713236       2.2208514905498617E13
27199.99999999984         3794.208686262235        2.2410974894068993E-5    -8.606700037798859E-7    283.73938655788356       2.167482180849107E13
27733.333333333172        3326.774299106072        2.1355073515333928E-5    -7.727744065838599E-7    281.6705113576808        2.123967231716492E13
28266.66666666651         2881.115103368053        2.0308908303396814E-5    -6.850149662704247E-7    279.62954545747294       2.088245770931568E13
28799.999999999844        2511.107431235852        1.9438564410755826E-5    -6.082041201046496E-7    277.7028198103928        2.0637722812709844E13
29333.333333333176        2233.18317058515         1.881393922990589E-5     -5.474954447274489E-7    275.93379722145465       2.049373340500411E13
29866.666666666515        2024.814799631856        1.8384803662456196E-5    -5.000044718023693E-7    274.27984812656734       2.041456370756622E13
30399.999999999844        1863.6210586388481       1.8092305084651124E-5    -4.619711654854653E-7    272.70359773510523       2.0374729101517652E13
30933.333333333176        1665.3143801378762       1.768146208345581E-5     -4.1582201342783134E-7   271.0332480111333        2.0322806413879477E13
31466.666666666515        1417.664678380762        1.7110030775783554E-5    -3.5816006367844617E-7   269.26163047517986       2.0260097361406754E13
31999.999999999847        1202.3171116354454       1.6631553733084176E-5    -3.0662900753107614E-7   267.5446957399296        2.0227840787680832E13
32533.333333333187        1015.0583579438655       1.623671184436865E-5     -2.6077842954216806E-7   265.87776916227506       2.0218491732554758E13
33066.666666666526        852.2246590816222        1.591660027691814E-5     -2.201428191727556E-7    264.2588716762603        2.0226328723587164E13
33599.999999999854        710.6301383318455        1.5662897529782646E-5    -1.8425599632184284E-7   262.6861399233567        2.0247023436101914E13
34133.3333333332          587.5044681146483        1.546795176344525E-5     -1.5266271670808378E-7   261.15857408310643       2.0277308532874645E13
34666.66666666653         480.43866792578115       1.5324811348284504E-5    -1.2492873773670875E-7   259.67604317686687       2.031472264241538E13
35199.99999999987         387.33797210937496       1.5227218420039246E-5    -1.0064768839027628E-7   258.2386433074223        2.035741534243101E13
35733.333333333205        306.38084531249996       1.5169579339800783E-5    -7.944498334537833E-8    256.846261794371         2.0403998485291812E13
36266.66666666654         235.98334374999996       1.5146921723248541E-5    -6.097939405807896E-8    255.49863061892685       2.0453433124462586E13
36799.99999999988         174.76812499999997       1.5154844823830089E-5    -4.494293565127232E-8    254.1957599628785        2.0504943682727773E13
37333.33333333321         121.5375                 1.518946815010479E-5     -3.105957854335786E-8    252.9384883168991        2.0557952903698586E13
37866.666666666555        75.25                    1.5247382068804427E-5    -1.90831612224819E-8     251.72889179918897       2.0612032622929062E13
75.25                     38297.87234042547        2.2805503776576467E-5    5.9038739510761724E-8    484.0825197107273        3.167996428534903E13
121.5375                  37765.95744680852        2.355442116926759E-5     9.269057694641237E-8     484.28950930324856       3.2801314323542055E13
174.76812499999997        37234.04255319167        2.4278078805826655E-5    1.2912575865267376E-7    484.42744452011533       3.3927267962927367E13
235.98334374999996        36702.12765957501        2.4976855237063697E-5    1.6830265818081763E-7    484.48656231882404       3.5053218569098883E13
306.38084531249996        36170.21276595871        2.5651174721807317E-5    2.1011088063891696E-7    484.4565842733637        3.617462693251648E13
387.33797210937496        35638.29787234318        2.6301509984029498E-5    2.5435268749798994E-7    484.3264646797442        3.728705132644457E13
480.43866792578115        35106.38297872913        2.6928384965731483E-5    3.007215982827674E-7     484.0841197344305        3.838617838779815E13
587.5044681146483         34574.468085118          2.7532377417290413E-5    3.4877828507217923E-7    483.716128869859         3.9467854819003086E13
710.6301383318455         34042.55319151251        2.8114121142573585E-5    3.9792415800705224E-7    483.2074006921105        4.052811991596108E13
852.2246590816222         33510.638297917896       2.8674307708434583E-5    4.4737346745043777E-7    482.5407964064822        4.1563238934343734E13
1015.0583579438655        32978.72340434407        2.9213687455767303E-5    4.961253573624665E-7     481.6967045526824        4.256973731357857E13
1202.3171116354454        32446.80851080979        2.9733069737505692E-5    5.429381349244882E-7     480.65256398042055       4.354443578484734E13
1417.664678380762         31914.89361735033        3.023332249656008E-5     5.863091154757825E-7     479.3823378156198        4.448448639600067E13
1665.3143801378762        31382.97872403175        3.0715371639200296E-5    6.244647898710228E-7     477.8559498051818        4.538740949227339E13
1864.5861304668456        30851.063830824274       3.1131341320423325E-5    6.322230182870107E-7     476.91557986581614       4.6226706602112516E13
2027.53549755555          30319.148937786864       3.1492985115722174E-5    6.18386734686585E-7      476.3567351155553        4.700147721160511E13
2237.4384897342075        29787.23404476805        3.1847666998546674E-5    6.043038033810104E-7     475.3246217004679        4.773230873835831E13
2516.7811901012287        29255.319151622098       3.220431776506687E-5     5.897882608333699E-7     473.6369508709211        4.842325599421729E13
2888.2073019497457        28723.40425830431        3.256988853050799E-5     5.720493052053185E-7     471.1300305302155        4.907887580549794E13
3335.2819238623697        28191.4893648326         3.293178675558576E-5     5.420907971695866E-7     467.99769910655795       4.9692205480844484E13
3804.1377642765415        27659.574471237625       3.3264011097887E-5       4.916745275588906E-7     464.7207376409946        5.0244685576110875E13
4306.37715491198          27127.65957754544        3.3572414507761966E-5    4.22974006876652E-7      461.18625938882684       5.0737623992063375E13
4822.17974177089          26595.744683776935       3.385024184013724E-5     3.366194060729071E-7     457.5434729643934        5.116289414156911E13
5345.656898988929         26063.829789950487       3.409750224223253E-5     2.3532039786925555E-7    453.81914426281975       5.151684084450073E13
5873.469166152289         25531.914896083323       3.431545626397404E-5     1.2211283093561766E-7    450.0202196087596        5.179687415678922E13
6403.725946263149         25000.000002191795       3.450592279274748E-5     -3.114755175364873E-13   446.1447081930179        5.200116435820723E13
6935.35650007531          24468.085108290918       3.467091073635418E-5     -1.282088778370792E-7    442.1873624082084        5.212846693643201E13
7467.754981194827         23936.170214393707       3.481242470132724E-5     -2.5996038057943185E-7   438.142548172346         5.217802415839981E13
8000.57969731371          23404.255320510692       3.493236158582502E-5     -3.9298054083786595E-7   434.0056392508911        5.214950978413211E13
8533.638999273508         22872.34042664956        3.503245458227606E-5     -5.252734691842719E-7    429.7736412820834        5.2042997685348125E13
9066.826191496757         22340.425532815232       3.511424207560319E-5     -6.551124989384621E-7    425.4454153591841        5.185894349048158E13
9600.08240039147          21808.510639010045       3.517904977340769E-5     -7.81026637435346E-7     421.02169614084994       5.159817306759811E13
10133.375461296682        21276.595745234234       3.522798001125107E-5     -9.017848130474733E-7    416.50500814896594       5.1261874284953945E13
10666.687987266305        20744.6808514864         3.526190509596485E-5     -1.0163788475748073E-6   411.8995357972515        5.08515899844263E13
11200.010682764456        20212.76595776406        3.528146308280706E-5     -1.1240055553976327E-6   407.2109774787014        5.036921096950166E13
11733.338633690495        19680.851064064216       3.5287055189915046E-5    -1.2240481742562585E-6   402.4464007550661        4.981696831896758E13
12266.669271356348        19148.936170384717       3.527884447620336E-5     -1.3160572847901712E-6   397.61410685651117       4.919742463992409E13
12800.001268047143        18617.02127672939        3.525675562419469E-5     -1.399731392197561E-6    392.72350452961336       4.851346405436409E13
13333.333945048173        18085.106383128794       3.522047577164363E-5     -1.4748973847888338E-6   387.7849895368902        4.776828082198526E13
13866.666959165826        17553.191489714438       3.516945637647809E-5     -1.541491131341238E-6    382.8098336980706        4.6965366567533125E13
14400.000138723619        17021.276596948617       3.510291610672986E-5     -1.599538518786005E-6    377.8100978656537        4.610849612146083E13
14933.333398806519        16489.361706253956       3.5019844737490256E-5    -1.649137256356604E-6    372.7985690735841        4.52017120086057E13
15466.666698048124        15957.446821555064       3.491900802415853E-5     -1.6904397853940744E-6   367.788681639172         4.424930763725361E13
16000.000013025412        15425.531946285599       3.479895351230372E-5     -1.7236376408587964E-6   362.7943707426911        4.325580923937843E13
16533.3333374321          14893.617086753895       3.465801726664314E-5     -1.7489475883644632E-6   357.8298408480686        4.2225956660667836E13
17066.666667830068        14361.702266384642       3.449433150347589E-5     -1.7665998101579243E-6   352.9092119760977        4.116468308464905E13
17600.000000293414        13829.787526542183       3.4305833158214075E-5    -1.7768283632334854E-6   348.04595412850944       4.00770937303788E13
18133.33333339779         13297.872952140518       3.409027354448134E-5     -1.779864126161721E-6    343.25223924323075       3.896844369713687E13
18666.666666678626        12765.958714855708       3.3845229367878395E-5    -1.7759304346696662E-6   338.5389255043048        3.78441150360679E13
19200.000000001717        12234.045157881206       3.356811550038796E-5     -1.7652414494428743E-6   333.91730531184544       3.670959320232446E13
19733.333333333394        11702.132959931656       3.3256199991789874E-5    -1.7480029802552441E-6   329.4032515634849        3.557044306991464E13
20266.66666666651         11170.22344872192        3.290662178790042E-5     -1.7244149860338575E-6   325.0224866420972        3.4432284754095305E13
20799.999999999818        10638.319192940073       3.2516411619429397E-5    -1.694674483497616E-6    320.81261775241205       3.3300769587495004E13
21333.333333333147        10106.425106686745       3.20825169008261E-5      -1.6589778170441938E-6   316.81579140902085       3.2181556757349992E13
21866.666666666482        9574.550485497835        3.1601832770906736E-5    -1.6175227672820366E-6   313.0598839710591        3.108029136099178E13
22399.999999999818        9042.712716319427        3.1071243589257E-5       -1.5705128958302413E-6   309.53753906629          3.00025850111095E13
22933.333333333157        8510.943963812475        3.0487681038674624E-5    -1.5181658575555412E-6   306.2027761886821        2.895400066215271E13
23466.666666666497        7979.303101568984        2.984820523028969E-5     -1.460722189186796E-6    302.998767026933         2.7940044073625883E13
23999.999999999825        7447.896825166404        2.9150116085671973E-5    -1.3984454270690721E-6   299.9026097713902        2.696616530072427E13
24533.33333333316         6916.9167837631885       2.8391110990564226E-5    -1.331606979243752E-6    296.9462692819524        2.603777480228236E13
25066.666666666497        6386.704669667332        2.756952901944564E-5     -1.2604633620225037E-6   294.1840572687449        2.5160280114278613E13
25599.999999999833        5857.866329272781        2.6684763374816397E-5    -1.1852488688892725E-6   291.6305522651314        2.4339150360160523E13
26133.33333333317         5331.472501825732        2.573797985399011E-5     -1.106204940963249E-6    289.2350585129608        2.358001661789677E13
26666.66666666651         4809.4137843239905       2.473336619247396E-5     -1.0236493475661196E-6   286.9271062999881        2.288881468962073E13
27199.99999999984         4295.029637181377        2.3680307868142062E-5    -9.380906271444809E-7    284.6804356212369        2.2271967805228613E13
27733.333333333172        3794.2086862622295       2.259718637960908E-5     -8.504523548978307E-7    282.51084575305333       2.1736573437575086E13
28266.66666666651         3326.774299106072        2.1543714777439223E-5    -7.641790805845972E-7    280.4354757211805        2.130001229533868E13
28799.999999999847        2881.115103368053        2.050003271210765E-5     -6.778587902070005E-7    278.3859352013402        2.094161481330808E13
29333.333333333176        2511.107431235849        1.9631847855633356E-5    -6.021738999845717E-7    276.45367097892586       2.0696021464723145E13
29866.666666666515        2233.18317058515         1.900889078897208E-5     -5.422742436932294E-7    274.6806414326167        2.055146223149708E13
30399.999999999847        2024.814799631856        1.858103355509995E-5     -4.953694590471799E-7    273.0249863690536        2.0471907987643656E13
30933.333333333176        1863.6210586388481       1.8289544704853295E-5    -4.5777647102704986E-7   271.4483173760247        2.043180117183003E13
31466.666666666515        1665.3143801378762       1.7880024908758624E-5    -4.1213071427556885E-7   269.77655839653977       2.0379574029560703E13
31999.999999999847        1417.664678380762        1.7310331023559412E-5    -3.550604022299327E-7    268.0039386969079        2.0316532172998418E13
32533.333333333187        1202.3171116354454       1.6833410412390995E-5    -3.0402619433122515E-7   266.2869336842943        2.028402923431328E13
33066.666666666526        1015.0583579438655       1.643995729872176E-5     -2.5859596036647887E-7   264.6207792210155        2.0274498634861E13
33599.999999999854        852.2246590816222        1.6121080246777224E-5    -2.183183407921273E-7    263.00330573155975       2.0282202559840164E13
34133.3333333332          710.6301383318455        1.586847101693287E-5     -1.8273816179288743E-7   261.43246291411833       2.0302800360168312E13
34666.66666666653         587.5044681146483        1.5674490672192133E-5    -1.5140880360783026E-7   259.90710350110004       2.0333015424448477E13
35199.99999999987         480.43866792578115       1.553219994032983E-5     -1.2390284100887542E-7   258.4270028323562        2.0370379416778164E13
35733.333333333205        387.33797210937496       1.5435352636221707E-5    -9.981935908784819E-8    256.9922141364752        2.041303669582563E13
36266.66666666654         306.38084531249996       1.537836602890508E-5     -7.878821160557823E-8    255.6026359394593        2.0459595211409773E13
36799.99999999988         235.98334374999996       1.53562778195143E-5      -6.047185831229483E-8    254.25806024612604       2.0509013105779062E13
37333.33333333321         174.76812499999997       1.536469650944452E-5     -4.456544667031323E-8    252.9585961574563        2.0560512635797496E13
37866.666666666555        121.5375                 1.5399750038912336E-5    -3.079565457196236E-8    251.70520605938938       2.061351493857345E13
38399.99999999989         75.25                    1.5458036453389437E-5    -1.891868217949654E-8    250.50009771865288       2.0667590662343965E13
75.25                     38829.78723404247        2.2076887365822945E-5    6.029704797301667E-8     482.80887975701927       3.057555072737171E13
121.5375                  38297.8723404255         2.2856172708068732E-5    9.491281684977778E-8     483.0065697372223        3.168912489166917E13
174.76812499999997        37765.95744680857        2.3610320261000316E-5    1.3257843590213138E-7    483.1377450400563        3.2812218755822113E13
235.98334374999996        37234.04255319177        2.4339705494593618E-5    1.7328923421341245E-7    483.19220953089274       3.3940234206950805E13
306.38084531249996        36702.1276595752         2.504474886086215E-5     2.1697538660026498E-7    483.159383372506         3.5068618724278957E13
387.33797210937496        36170.21276595908        2.5725917914625807E-5    2.634831515793527E-7     483.02804165750456       3.619289566170766E13
480.43866792578115        35638.297872343865       2.6383729317849102E-5    3.125530245519317E-7     482.7860411471311        3.730869549403974E13
587.5044681146483         35106.38297873043        2.7018750550461457E-5    3.6379484536418473E-7    482.4200239798141        3.841178803180822E13
710.6301383318455         34574.468085120454       2.7631601121352012E-5    4.1666015788483525E-7    481.9150895935722        3.94981156172635E13
852.2246590816222         34042.553191517145       2.82229530619832E-5      4.7041251861756856E-7    481.2544277853174        4.056382732193683E13
1015.0583579438655        33510.63829792662        2.8793530511950325E-5    5.240970363443658E-7     480.41890663260335       4.160531417417412E13
1202.3171116354454        32978.72340436046        2.9344108297708924E-5    5.765112392846759E-7     479.38661080544904       4.261924545294715E13
1417.664678380762         32446.80851084052        2.987550960231608E-5     6.261804529992772E-7     478.1323306195882        4.360260609189476E13
1665.3143801378762        31914.893617407826       3.038860318328616E-5     6.713422670281634E-7     476.6270105848663        4.455273524469849E13
1864.5861304668456        31382.978724028566       3.083407163972993E-5     6.848827208614835E-7     475.73755809155847       4.544335487899958E13
2027.53549755555          30851.063830778035       3.122407849577899E-5     6.759126425450711E-7     475.2490253467131        4.627324311003022E13
2237.438489734213         30319.148937551243       3.160724489962451E-5     6.676111501664798E-7     474.28464182627977       4.706236655811948E13
2516.781190101234         29787.234044244364       3.199255312875416E-5     6.601234742837271E-7     472.6622246248596        4.781449489861909E13
2888.207301949751         29255.319150827407       3.2386870247290284E-5    6.508197258442877E-7     470.2205898841402        4.853392556141894E13
3335.2819238623697        28723.404257312326       3.277706017675588E-5     6.299532440729165E-7     467.1621796343367        4.9213581198625484E13
3804.1377642765415        28191.489363718505       3.313644317132628E-5     5.880336709929811E-7     463.97603642213323       4.983484753980844E13
4306.37715491198          27659.574470062038       3.3470887201568725E-5    5.272558278166361E-7     460.5474527111667        5.039874066132847E13
4822.17974177089          27127.65957635581        3.3773471629750184E-5    4.4785054555921104E-7    457.0258192731591        5.089690324993979E13
5345.656898988929         26595.744682611148       3.404419823928124E-5     3.524262185939943E-7     453.4361830887261        5.1325388088106375E13
5873.469166152289         26063.82978883885        3.428436256678048E-5     2.439927393504007E-7     449.78350697746237       5.1681291614641195E13
6403.725946263149         25531.914895049296       3.44958424062287E-5      1.2556805259513682E-7    446.0638111164292        5.196245605408244E13
6935.35650007531          25000.000001252138       3.468072042819316E-5     -3.322094848039446E-13   442.26994709667224       5.216729890627353E13
7467.754981194827         24468.08510745586        3.484108553629517E-5     -1.3011005181884175E-7   438.39449118316224       5.2294717616824125E13
8000.579697313716         23936.17021366745        3.497892748700293E-5     -2.6242977442444877E-7   434.4311342318402        5.234403665959633E13
8533.638999273508         23404.255319892105       3.509608007034505E-5     -3.9490237412742187E-7   430.3752928086394        5.2314978149107375E13
9066.826191496762         22872.340426133276       3.519418974015508E-5     -5.257375625116557E-7    426.22431902294943       5.220764528878579E13
9600.08240039148          22340.42553239275        3.527469772960188E-5     -6.533995455379968E-7    421.9775068002479        5.2022512560617664E13
10133.375461296688        21808.51063867091        3.533882944058988E-5     -7.765921976844268E-7    417.63599893674393       5.176041914208625E13
10666.687987266312        21276.595744967053       3.5387587887108804E-5    -8.9424284325912E-7      413.2026501808977        5.1422563506224734E13
11200.010682764456        20744.68085127971        3.5421749540541164E-5    -1.0054851228671896E-6   408.68187564062595       5.101049801340614E13
11733.33863369049         20212.765957607          3.544186174985722E-5     -1.1096411794312765E-6   404.0795004786429        5.05261228057497E13
12266.669271356257        19680.851063947077       3.54482413414141E-5      -1.2062033227414706E-6   399.4026198964198        4.997167861379676E13
12800.001268046532        19148.93617029968        3.5440974223897056E-5    -1.2948153300420804E-6   394.6594727367926        4.934973826393494E13
13333.333945044928        18617.0212766728         3.54199159301046E-5      -1.3752535691583113E-6   389.8593257411422        4.866319678265538E13
13866.66695915113         18085.106383108665       3.538469307091749E-5     -1.4474081700974752E-6   385.01236391087326       4.791526005906217E13
14400.000138665757        17553.191489772336       3.5334705686854876E-5    -1.5112645094908066E-6   380.1295917992346        4.7109432067461445E13
14933.333398604496        17021.27659721535        3.52691304753909E-5      -1.5668853001316929E-6   375.2227594214432        4.624950067773886E13
15466.666697412978        16489.361707072978       3.5186924858218904E-5    -1.6143935906695484E-6   370.30430762979813       4.533952209881782E13
16000.000015203555        15957.446823723541       3.50868318422499E-5      -1.6539569839320241E-6   365.387287423741         4.4383804013478586E13
16533.333338265493        15425.531945643726       3.4967385621915326E-5    -1.6857733813446265E-6   360.4852033982074        4.33868874458118E13
17066.666668118003        14893.617086549151       3.482691792104035E-5     -1.71005852498763E-6     355.6117650670399        4.235352752562269E13
17600.000000382162        14361.702266325801       3.4663565025288727E-5    -1.7270355699898814E-6   350.7805039945654        4.128867309362464E13
18133.333333421808        13829.787526527178       3.4475275609071004E-5    -1.7369268568406002E-6   346.0041925636022        4.019744536312182E13
18666.66666668421         13297.872952137182       3.4259819501842856E-5    -1.7399480777875014E-6   341.29428654032654       3.908511568423599E13
19200.000000002798        12765.958714855075       3.401479770579731E-5     -1.7363049897204036E-6   336.6612029322958        3.795708254363481E13
19733.33333333356         12234.0451578811         3.3737654084572264E-5    -1.7261926525010218E-6   332.1165146060613        3.681884794399749E13
20266.66666666653         11702.132959931641       3.3425689198003707E-5    -1.7097968331174083E-6   327.6773872062006        3.567599334608642E13
20799.999999999818        11170.22344872191        3.3076076741511244E-5    -1.6872967274300749E-6   323.3714512125929        3.453415541904822E13
21333.333333333154        10638.319192940067       3.268588307804281E-5     -1.6588677785401117E-6   319.23736019338037       3.3399001946160176E13
21866.666666666486        10106.425106686745       3.225209083056605E-5     -1.6246838087339064E-6   315.31536755397644       3.2276208394871613E13
22399.999999999825        9574.550485497832        3.177162889752798E-5     -1.584919332584813E-6    311.6276265836155        3.1171435910437492E13
22933.333333333157        9042.712716319422        3.1241413331023184E-5    -1.5397545155535177E-6   308.15957458655726       3.0090311867867117E13
23466.666666666497        8510.94396381247         3.0658404920964004E-5    -1.4893837926731963E-6   304.8618448772188        2.9038414658252273E13
23999.99999999983         7979.3031015689785       3.00196892015601E-5      -1.4340236184093546E-6   301.68211612686713       2.8021265131979445E13
24533.33333333316         7447.896825166398        2.932258588677193E-5     -1.3739102780571992E-6   298.6075243173143        2.7044328098697367E13
25066.666666666497        6916.916783763183        2.8564804678669654E-5    -1.3092831293148707E-6   295.67697249585774       2.6113028486682008E13
25599.999999999833        6386.704669667332        2.774468937782676E-5     -1.2403632107106123E-6   292.94173997724045       2.523278812613532E13
26133.33333333317         5857.866329272772        2.6861632060416422E-5    -1.1673498394610988E-6   290.4067556448586        2.440909044740235E13
26666.66666666651         5331.472501825724        2.5916792362045863E-5    -1.0904523265343895E-6   288.0162628304013        2.3647581135426555E13
27199.99999999984         4809.413784323988        2.49143435491323E-5      -1.0099567821803553E-6   285.7051344373164        2.2954211303019645E13
27733.333333333176        4295.029637181372        2.3863641709882167E-5    -9.2633684436191E-7      283.45520169683607       2.23354207049586E13
28266.66666666651         3794.208686262224        2.2783017614368157E-5    -8.404794177003097E-7    281.28263966359344       2.1798325066659094E13
28799.999999999847        3326.774299106072        2.1732044551592638E-5    -7.557679720639392E-7    279.200687669542         2.1360352273512445E13
29333.333333333183        2881.1151033680503       2.069090787174874E-5     -6.708364257841166E-7    277.1430798351573        2.1000771917300477E13
29866.666666666515        2511.1074312358437       1.9824934548285945E-5    -5.962405512331126E-7    275.2057203361063        2.0754320116736445E13
30399.999999999847        2233.1831705851446       1.920368799633885E-5     -5.371251522147482E-7    273.429021743955         2.0609191057990047E13
30933.333333333187        2024.8147996318532       1.8777143175316238E-5    -4.907895363752937E-7    271.7719646498068        2.0529252267721086E13
31466.666666666515        1863.6210586388372       1.8486691958176927E-5    -4.536247152301025E-7    270.1951697084982        2.048887324214239E13
31999.999999999847        1665.3143801378762       1.807852061430924E-5     -4.0847056806444947E-7   268.52229922343736       2.043634164524193E13
32533.333333333187        1417.664678380762        1.7510586502352903E-5    -3.519807616283155E-7    266.74895700878875       2.0372966984590082E13
33066.666666666526        1202.3171116354454       1.703523956442224E-5     -3.0143570413756356E-7   265.03211947122713       2.034021768094573E13
33599.999999999854        1015.0583579438655       1.664318816131879E-5     -2.5642058056155733E-7   263.36693728410904       2.0330505537167246E13
34133.3333333332          852.2246590816222        1.6325555012686577E-5    -2.1649747261115338E-7   261.7510533549992        2.033807639609317E13
34666.66666666653         710.6301383318455        1.6074045817742353E-5    -1.812216943391754E-7    260.18223620020404       2.035857728423471E13
35199.99999999987         587.5044681146483        1.5881035130806226E-5    -1.50154877340433E-7     258.65919671704165       2.0388722316022312E13
35733.333333333205        480.43866792578115       1.5739596536789315E-5    -1.2287614730540075E-7   257.1816193924409        2.042603619114094E13
36266.66666666654         387.33797210937496       1.5643495945746756E-5    -9.898985607013193E-8    255.7495166111906        2.046865804922025E13
36799.99999999988         306.38084531249996       1.5587161875465514E-5    -7.813016210039522E-8    254.3627993349763        2.0515191937527734E13
37333.33333333321         235.98334374999996       1.5565642387759686E-5    -5.996311787230214E-8    253.02132038116332       2.0564593087095535E13
37866.666666666555        174.76812499999997       1.5574555451316554E-5    -4.418693490768742E-8    251.72528841099302       2.061608158886722E13
38399.99999999989         121.5375                 1.5610037610547148E-5    -3.0530949584744805E-8   250.47579031908285       2.0669076973448312E13
38933.33333333323         75.25                    1.566869472343961E-5     -1.875368858589234E-8    249.27516613385205       2.072314870175887E13
75.25                     39361.70209232604        2.131964515894533E-5     6.142456774332344E-8     481.47818451872934       2.9483524185654457E13
121.5375                  38829.78723404249        2.2129353761839075E-5    9.693259692469401E-8     481.6616426780436        3.0584391980496656E13
174.76812499999997        38297.87234042553        2.2914062091799436E-5    1.3575281391304934E-7    481.78155558409134       3.1699659588937348E13
235.98334374999996        37765.95744680863        2.3674142847080113E-5    1.7791756108100585E-7    481.8271792954722        3.282475885294417E13
306.38084531249996        37234.04255319189        2.441001337850878E-5     2.233977268527825E-7     481.7875404666045        3.3955145387577758E13
387.33797210937496        36702.12765957542        2.5122137148131642E-5    2.72083844019872E-7      481.65115822127484       3.5086328902736035E13
480.43866792578115        36170.21276595949        2.5811025009634277E-5    3.23763840374234E-7      481.4057636144448        3.6213904700277555E13
587.5044681146483         35638.29787234465        2.6477236065549474E-5    3.780973988619988E-7     481.0380031020162        3.733358628677418E13
710.6301383318455         35106.38297873192        2.7121377872427355E-5    4.3458712670100434E-7    480.53311477145814       3.84412391224198E13
852.2246590816222         34574.46808512328        2.7744105749666352E-5    4.925471069250463E-7     479.8745690483956        3.953291553526295E13
1015.0583579438655        34042.55319152247        2.8346120971920394E-5    5.510699624764101E-7     479.04366777394154       4.060489083880892E13
1202.3171116354454        33510.63829793665        2.892816771804567E-5     6.089943562670838E-7     478.0190969309776        4.1653700699979016E13
1417.664678380762         32978.72340437931        2.949102885293788E-5     6.64875929248121E-7      476.7764313616167        4.267617981322092E13
1665.3143801378762        32446.80851087586        3.0035520991870345E-5    7.169660817868786E-7     475.28759698911045       4.366950194499909E13
1864.5861304668456        31914.893617338923       3.051078568060191E-5     7.362719379370947E-7     474.44640099165855       4.4607651796132055E13
2027.53549755555          31382.978723952652       3.092940931282037E-5     7.321935999869E-7        474.0266549943268        4.548910278539267E13
2237.438489734213         30851.06383061709        3.134137321410396E-5     7.296952228540287E-7     473.12745326633967       4.63331890457252E13
2516.781190101234         30319.148937222257       3.1755739647555765E-5    7.292524078403039E-7     471.56643103540557       4.71433992023276E13
2888.2073019497625        29787.234043745448       3.2179318208916246E-5    7.284002653046161E-7     469.1847840592341        4.7923773164518695E13
3335.281923862375         29255.319150201027       3.259840417888692E-5     7.166599058217136E-7     466.19424380328246       4.866713524486307E13
3804.137764276547         28723.404256604892       3.2985568364448764E-5    6.833083415247684E-7     463.0931740248615        4.935484936073128E13
4306.3771549119865        28191.48936296823        3.334670328349859E-5     6.305582009709387E-7     459.7648731873072        4.998764602161486E13
4822.179741770896         27659.574469299176       3.3674694111527766E-5    5.582424324679861E-7     456.3591878257989        5.055695607174886E13
5345.656898988935         27127.659575604786       3.396952350219945E-5     4.6886491748239376E-7    452.89948689277526       5.105855240624269E13
5873.469166152289         26595.7446818918         3.4232513102272395E-5    3.654055387049809E-7     449.3887652852182        5.148922770753956E13
6403.725946263149         26063.829788166757       3.446559224816855E-5     2.508930178882271E-7     445.82106721635455       5.184650402295266E13
