% Model:              IceShelf2D_forward.mph
% Version:            COMSOL 5.6.0.401
% Date:               Jun 13 2024, 08:58
% Dimension:          2
% Nodes:              21665
% Expressions:        4
% Description:        Dependent variable u, Dependent variable v, Dependent variable H, given viscosity
% Length unit:        m
% x                       y                        u (1)                    v (1)                    H (1)                    nu (Pa*s)
0                         11702.12765957446        2.2722467676515092E-5    0                        485.85332729741964       3.1665071806265008E13
11733.333333333054        0                        4.647586212724135E-6     0                        314.3268995741332        1.7888888888888855E13
11733.333333333054        35                       4.769785697021421E-6     -1.26287201495183E-8     314.31347562355774       1.7889061913741312E13
35                        12234.103328349758       2.3462817889956675E-5    -2.6923736904936237E-8   486.1865876794117        3.2783714135058555E13
0                         12234.042553191483       2.3425372295296175E-5    0                        486.96242643730193       3.277641704987208E13
12266.66666666639         0                        4.85884013148433E-6      0                        313.14668718030003       1.7944444444444414E13
12266.66666666639         35                       4.981370449716587E-6     -1.2552779018461254E-8   313.1323276810267        1.7944618006641133E13
35                        12766.000261236888       2.4135691443614098E-5    -2.622106509289726E-8    487.29692387543173       3.3897752748748562E13
0                         12765.957446808501       2.4099586929637214E-5    0                        488.026256224536         3.3890249616794555E13
12799.999999999727        0                        5.070094050244524E-6     0                        311.9511653549336        1.799999999999997E13
12799.999999999727        35                       5.192917710211249E-6     -1.2476036052836579E-8   311.93579184995855       1.800017409954095E13
35.00000000000001         13297.902325558625       2.4779928298220978E-5    -2.546485885339631E-8    488.3579708600061        3.5009313958253258E13
0                         13297.872340425522       2.474511157953821E-5     0                        489.04481665912175       3.5001594860401617E13
13333.333333333063        0                        5.2813479690047175E-6    0                        310.74143823613          1.8055555555555527E13
13333.333333333063        35                       5.404428531688499E-6     -1.2398638496662789E-8   310.72496956081835       1.805573019244077E13
35.00000000000001         13829.808114881063       2.539552906436771E-5     -2.4657505588334466E-8   489.37010481513573       3.611343045178796E13
0                         13829.78723404254        2.536194624499916E-5     0                        490.0181077410592        3.610548924305214E13
13866.666666666399        0                        5.492601887764913E-6     0                        309.51860855287157       1.811111111111108E13
13866.666666666399        35                       5.615904075343574E-6     -1.2320718553269983E-8   309.5009620618172        1.8111286285340586E13
35                        14361.716588355406       2.5982494435314143E-5    -2.380136662543057E-8    490.33365368030155       3.720516881656318E13
0                         14361.702127659559       2.5950090926020067E-5    0                        490.9461294703485        3.7197002504458766E13
14399.999999999738        0                        5.703855806525108E-6     0                        308.2837643927154        1.8166666666666637E13
14399.999999999738        35                       5.827345585874702E-6     -1.224239433958781E-8    308.26485699272143       1.8166842378240402E13
35                        14893.62698223985        2.6540825105014928E-5    -2.2898781147428578E-8   491.24890429396623       3.827965144936969E13
0                         14893.61702127658        2.6509545622600933E-5    0                        491.8288818469896        3.827125968142719E13
14933.333333333074        0                        5.915109725285301E-6     0                        307.0379691716751        1.8222222222222195E13
14933.333333333074        35                       6.038754370290477E-6     -1.2163770825286915E-8   307.0177181884217        1.8222398471140223E13
35                        15425.538740701557       2.7070521717105403E-5    -2.1952072616265025E-8   492.11610822854533       3.933207823173925E13
0                         15425.531914893598       2.704031033474175E-5     0                        492.6663648709823        3.932346288062517E13
15466.666666666411        0                        6.126363644045496E-6     0                        305.78225414397457       1.827777777777775E13
15466.666666666411        35                       6.2501317796380325E-6    -1.2084940749490166E-8   305.76057804560475       1.8277954564040043E13
35                        15957.451462388215       2.7571584836086742E-5    -2.0963554673915105E-8   492.93548661750924       4.035774787519459E13
0                         15957.446808510616       2.7542385062442525E-5    0                        493.45857854232685       4.0348912707138875E13
15999.999999999747        0                        6.337617562805689E-6     0                        304.51761293259          1.8333333333333305E13
15999.999999999747        35                       6.4614791933032735E-6    -1.2005985507987508E-8   304.4944319298942        1.833351065693986E13
35                        16489.36485967132        2.80440149342815E-5      -1.9935534900023872E-8   493.70723417228504       4.135207884142463E13
0                         16489.361702127637       2.8015769805703258E-5    0                        494.20552286102304       4.134302925311136E13
16533.33333333308         0                        6.5488714815658835E-6    0                        303.2449976706953        1.838888888888886E13
16533.33333333308         35                       6.672798005574499E-6     -1.1926976006066889E-8   303.220234210676         1.8389066749839676E13
35                        17021.278727907436       2.8487812389714304E-5    -1.8870317017426354E-8   494.4315225355874        4.231062974280417E13
0                         17021.276595744654       2.846046456452394E-5     0                        494.90719782707106       4.230137255272283E13
17066.66666666642         0                        6.7601254003260786E-6    0                        301.9653164281821        1.8444444444444418E13
17066.66666666642         35                       6.884089614196065E-6     -1.1847973473791379E-8   301.93889559539286       1.8444622842739496E13
35                        17553.192922501872       2.8902977491056927E-5    -1.7770202805898755E-8   495.1085030957533        4.32291191303045E13
0                         17553.191489361674       2.8876469338904586E-5    0                        495.5636034404708        4.321966241215587E13
17599.999999999756        0                        6.971379319086273E-6     0                        300.67943166268896       1.8499999999999977E13
17599.999999999756        35                       7.095355410670489E-6     -1.1769030241865153E-8   300.6512815007607        1.8500178935639312E13
35.00000000000001         18085.107341965828       2.9289510446637063E-5    -1.6637494192723104E-8   495.738309366588         4.410344457831812E13
0                         18085.106382978694       2.9263784128845182E-5    0                        496.1747397012222        4.409379752597999E13
18133.333333333096        0                        7.182633237846469E-6     0                        299.3881594856797        1.855555555555553E13
18133.333333333096        35                       7.306596772095521E-6     -1.1690190477184549E-8   299.35821124977946       1.8555735028539133E13
35.00000000000001         18617.021915519224       2.964741139540327E-5     -1.5474495194425553E-8   496.32105901226487       4.492970097908012E13
0                         18617.02127659571        2.9622408934345735E-5    0                        496.7406066093254        4.491987379457732E13
18666.66666666643         0                        7.393887156606662E-6     0                        298.09226957444486       1.8611111111111086E13
18666.66666666643         35                       7.5178150543474E-6       -1.1611490877889474E-8   298.06045792400715       1.861129112143895E13
35                        19148.93659410058        2.9976680418502248E-5    -1.4283513310471595E-8   496.85685557482947       4.570419796307973E13
0                         19148.93617021273        2.9952343755406248E-5    0                        497.26120416478045       4.569420176079924E13
19199.999999999767        0                        7.605141075366856E-6     0                        296.7924855929611        1.866666666666664E13
19199.999999999767        35                       7.729011586443636E-6     -1.1532961328263454E-8   296.75874873283175       1.866684721433877E13
35.00000000000001         19680.85134390257        3.0277317550645808E-5    -1.3066860283589781E-8   497.34578994801245       4.642347636601748E13
0                         19680.851063829752       3.0253588592026714E-5    0                        497.73653236758713       4.641332308797764E13
19733.333333333103        0                        7.81639499412705E-6      0                        295.4894860101987        1.87222222222222E13
19733.333333333103        35                       7.940187665937983E-6     -1.1454625514236235E-8   295.4537657873025        1.8722403307238586E13
35                        20212.766141760934       3.054932279076693E-5     -1.182685237592379E-8    497.7879416332628        4.7084323667403164E13
0                         20212.76595744677        3.0526143444207134E-5    0                        498.1665912177455        4.707402600569595E13
20266.66666666644         0                        8.027648912887244E-6     0                        294.18390522512453       1.877777777777775E13
20266.66666666644         35                       8.151344555217305E-6     -1.1376501500498571E-8   294.1461471868823        1.8777959400138402E13
35                        20744.680971890273       3.079269611167601E-5     -1.0565810351604414E-8   498.18337980845735       4.768378833075098E13
0                         20744.68085106379        3.077000831194751E-5     0                        498.55138071525573       4.767335965433561E13
20799.999999999778        0                        8.23890283164744E-6      0                        292.87633492435907       1.883333333333331E13
20799.999999999778        35                       8.362483478585262E-6     -1.1298602270470285E-8   292.83648834431096       1.8833515493038223E13
35                        21276.595823589938       3.10074374685782E-5      -9.286059297332932E-9    498.5321642348745        4.8219192980473734E13
0                         21276.59574468081        3.0985183195247846E-5    0                        498.89090086011765       4.820864726433131E13
21333.333333333114        0                        8.450156750407632E-6     0                        291.56732561203995       1.8888888888888867E13
21333.333333333114        35                       8.573605620030834E-6     -1.1220936230472298E-8   291.5253434874642        1.888907158593804E13
35                        21808.51068964284        3.1193546806416983E-5    -7.98992834316007E-9     498.8343460235004        4.8688146355975984E13
0                         21808.510638297827       3.1171668094108136E-5    0                        499.18515165233134       4.8677498111273766E13
21866.666666666453        0                        8.661410669167828E-6     0                        290.2573882625477        1.894444444444442E13
21866.666666666453        35                       8.784712121591617E-6     -1.1143507679553155E-8   290.21322728828096       1.894462767883786E13
35                        22340.425565205147       3.1351024066077885E-5    -6.679750303398527E-9    499.0899682777366        4.9088553989071E13
0                         22340.425531914843       3.132946300852838E-5     0                        499.4341330918968        4.907781819346528E13
22399.999999999785        0                        8.872664587928022E-6     0                        288.94699605584833       1.8999999999999977E13
22399.999999999785        35                       8.99580408223195E-6      -1.1066317246469916E-8   288.9006165780024        1.9000183771737676E13
35                        22872.340447041184       3.147986918952445E-5     -5.357861245961324E-9    499.2990666262214        4.941862755667798E13
0                         22872.340425531867       3.145856793850858E-5     0                        499.6378451788139        4.940781958423958E13
22933.333333333125        0                        9.083918506688216E-6     0                        287.63658616269527       1.905555555555553E13
22933.333333333125        35                       9.206882557165314E-6     -1.09893622953475E-8     287.5879521155173        1.9055739864637492E13
35                        23404.255332999346       3.1580082123954466E-5    -4.0266000039722596E-9   499.461669656758         4.9676892866772016E13
0                         23404.255319148888       3.1558982884048746E-5    0                        499.79628791308284       4.966602841727642E13
23466.66666666646         0                        9.29517242544841E-6      0                        286.32656155311724       1.911111111111109E13
23466.66666666646         35                       9.417948557558273E-6     -1.0912637301553649E-8   286.27564038184545       1.9111295957537312E13
0                         23936.17021276591        3.1630707845148856E-5    0                        499.9094612947035        4.985129146924632E13
35                        23936.170221655226       3.165166282506377E-5     -2.688307649124505E-9    499.57779926013154       4.986219644173726E13
23999.9999999998          0                        9.506426344208606E-6     0                        285.01729280672436       1.9166666666666645E13
23999.9999999998          35                       9.62900305056066E-6      -1.0836134199317348E-8   284.96405537894327       1.9166852050437133E13
0                         24468.085106382925       3.1673742821808926E-5    0                        499.9773653236759        4.996278131038588E13
35                        24468.085112069824       3.1694611259494334E-5    -1.3453269436715114E-9   499.64747089071136       4.9973710669593234E13
24533.333333333132        0                        9.717680262968797E-6     0                        283.70911990761124       1.92222222222222E13
24533.333333333132        35                       9.840046959612835E-6     -1.0759842702594359E-8   283.65354041530145       1.922240814333695E13
0                         24999.999999999945       3.168808781402895E-5     0                        500                      5.0E13
35                        25000.000003626723       3.170892740652891E-5     -1.7814134260687626E-15  499.6706937490145        5.00109375E13
25066.66666666647         0                        9.928934181728993E-6     0                        282.40235401015326       1.9277777777777758E13
25066.66666666647         35                       1.0051081164986625E-5    -1.06837506006864E-8     282.3444098643615        1.9277964236236766E13
0                         25531.914893616966       3.167374282180893E-5     0                        499.9773653236759        4.996278131038589E13
35                        25531.914895922855       3.169461125907666E-5     1.3453233769694185E-9    499.64747088982034       4.997371066847489E13
25599.99999999981         0                        1.0140188100489189E-5    0                        281.0972791649227        1.9333333333333312E13
25599.99999999981         35                       1.026210650452162E-5     -1.0607844030065244E-8   281.0369508847324        1.9333520329136586E13
0                         26063.829787233983       3.163070784514886E-5     0                        499.9094612947035        4.985129146924635E13
35                        26063.82978869569        3.1651662823974444E-5    2.6883040710749924E-9    499.57779925793824       4.986219643884711E13
26133.333333333143        0                        1.0351442019249381E-5    0                        279.7941539963925        1.9388888888888867E13
26133.333333333143        35                       1.0473123774522837E-5    -1.0532107723830214E-8   279.7314250936645        1.9389076422036406E13
0                         26595.744680851003       3.155898288404876E-5     0                        499.79628791308284       4.966602841727648E13
35                        26595.74468177489        3.158008212160599E-5     4.026596408010421E-9     499.461669652311         4.9676892860607234E13
26666.666666666482        0                        1.0562695938009577E-5    0                        278.49321332612135       1.9444444444444426E13
26666.666666666482        35                       1.0684133730789944E-5    -1.0456525240203507E-8   278.4280701872826        1.9444632514936227E13
0                         27127.659574468023       3.145856793850861E-5     0                        499.63784517881396       4.940781958423964E13
35                        27127.65957505032        3.147986918481728E-5     5.357857627220012E-9     499.2990666177385        4.941862754445142E13
27199.999999999818        0                        1.0773949856769772E-5    0                        277.19466973680784       1.9499999999999977E13
27199.999999999818        35                       1.0895137089751684E-5    -1.0381079171420246E-8   277.1271015027966        1.950018860783604E13
0                         27659.57446808504        3.132946300852841E-5     0                        499.43413309189685       4.907781819346535E13
35                        27659.574468451025       3.135102405708084E-5     6.6797466597056794E-9    499.08996826208363       4.908855396594367E13
27733.333333333157        0                        1.0985203775529966E-5    0                        275.8987150740037        1.9555555555555535E13
27733.333333333157        35                       1.1106134529682353E-5    -1.0305751334325757E-8   275.82871351933164       1.955574470073586E13
0                         28191.48936170206        3.117166809410817E-5     0                        499.1851516523314        4.867749811127386E13
35                        28191.489361931468       3.1193546789832824E-5    7.989924676176019E-9     498.8343459953194        4.868814631379809E13
28266.66666666649         0                        1.119645769429016E-5     0                        274.60552188344315       1.9611111111111094E13
28266.66666666649         35                       1.1317126691980161E-5    -1.0230522943972801E-8   274.5330812951987        1.961130079363568E13
0                         28723.40425531908        3.098518319524789E-5     0                        498.8909008601177        4.8208647264331414E13
35                        28723.404255462498       3.100743743887563E-5     9.2860556137263E-9       498.532164185169         4.8219192905784984E13
28799.99999999983         0                        1.1407711613050356E-5    0                        273.31524478291044       1.9666666666666645E13
28799.99999999983         35                       1.1528114182489698E-5    -1.0155374771456754E-8   273.2403618404112        1.9666856886535492E13
0                         29255.319148936098       3.0770008311947564E-5    0                        498.55138071525585       4.7673359654335734E13
35                        29255.319149025527       3.0792696059702246E-5    1.056580666441775E-8     498.18337972233917       4.768378820166464E13
29333.33333333317         0                        1.161896553181055E-5     0                        272.0280217683618        1.9722222222222203E13
29333.33333333317         35                       1.1739097572853093E-5    -1.008028728718073E-8    271.95069542405844       1.9722412979435312E13
0                         29787.23404255312        3.052614344420719E-5     0                        498.16659121774563       4.707402600569608E13
35                        29787.23404260874        3.054932270155534E-5     1.1826848707411984E-8    497.78794148640577       4.708432344881888E13
29866.6666666665          0                        1.1830219450570743E-5    0                        270.7439754546734        1.9777777777777758E13
29866.6666666665          35                       1.195007740187658E-5     -1.0005240790719755E-8   270.6642068168129        1.9777969072335133E13
0                         30319.14893617014        3.0253588592026775E-5    0                        497.7365323675872        4.641332308797778E13
35                        30319.14893620465        3.027731739998623E-5     1.3066856672615345E-8    497.3457897011168        4.642347600235846E13
30399.99999999984         0                        1.2041473369330938E-5    0                        269.46321425191593       1.9833333333333316E13
30399.99999999984         35                       1.2161054176900882E-5    -9.930215528401123E-9    269.38100646938983       1.9833525165234953E13
0                         30851.063829787156       2.9952343755406316E-5    0                        497.2612041647805        4.56942017607994E13
35                        30851.063829808514       2.9976680167624743E-5    1.4283509829488327E-8    496.8568551650154        4.5704197367404555E13
30933.333333333176        0                        1.2252727288091131E-5    0                        268.1858334784887        1.9888888888888875E13
30933.333333333176        35                       1.2372028375165495E-5    -9.855191799668267E-9    268.10119162821906       1.988908125813477E13
0                         31382.978723404176       2.962240893434581E-5     0                        496.74060660932554       4.4919873794577484E13
35                        31382.978723417367       2.964741098281235E-5     1.5474491979224262E-8    496.32105833972787       4.492970001695019E13
31466.666666666515        0                        1.2463981206851327E-5    0                        266.9119164127875        1.9944444444444426E13
31466.666666666515        35                       1.2583000445158616E-5    -9.780150053286772E-9    266.8248473899375        1.9944637351034586E13
0                         31914.893617021196       2.926378412884526E-5     0                        496.1747397012224        4.409379752598017E13
35                        31914.893617029324       2.928950977567947E-5     1.663749147704682E-8     495.738308274024         4.410344304417597E13
31999.999999999847        0                        1.2675235125611521E-5    0                        265.64153528535485       1.9999999999999984E13
31999.999999999847        35                       1.2793970807945327E-5    -9.705070974364526E-9    265.5520476965944        2.0000193443934406E13
0                         32446.808510638213       2.8876469338904668E-5    0                        495.5636034404709        4.321966241215606E13
35                        32446.808510643208       2.890297641115522E-5     1.7770200934402206E-8    495.1085013370587        4.322911671330029E13
32533.333333333187        0                        1.2886489044371717E-5    0                        264.3747522136659        2.005555555555554E13
32533.333333333187        35                       1.3004939858468436E-5    -9.629935563173529E-9    264.28285627367114       2.0055749536834227E13
0                         32978.72340425523        2.846046456452403E-5     0                        494.9071978270712        4.230137255272303E13
35                        32978.72340425829        2.8487810668275225E-5    1.8870316406554527E-8    494.43151972919287       4.231062597796353E13
33066.666666666526        0                        1.309774296313191E-5     0                        263.11162008186363       2.0111111111111098E13
33066.666666666526        35                       1.3215907966816736E-5    -9.554725206676355E-9    263.0173275131855        2.0111305629734043E13
0                         33510.638297872254       2.8015769805703352E-5    0                        494.2055228610232        4.134302925311155E13
35                        33510.63829787413        2.804401221500093E-5     1.9935535962324466E-8    493.70722973288565       4.135207304075722E13
33599.999999999854        0                        1.3308996881892102E-5    0                        261.8521833678705        2.016666666666665E13
33599.999999999854        35                       1.342687547945701E-5     -9.479421743662605E-9    261.75550730426824       2.016686172263386E13
0                         34042.55319148927        2.7542385062442627E-5    0                        493.458578542327         4.034891270713908E13
35                        34042.55319149041        2.7571580577618446E-5    2.0963557813627797E-8    492.93547965694097       4.035773903179159E13
34133.3333333332          0                        1.3520250800652298E-5    0                        260.596478920378         2.0222222222222207E13
34133.3333333332          35                       1.36378427204264E-5      -9.404007524344556E-9    260.4974338136795        2.022241781553368E13
0                         34574.46808510629        2.704031033474186E-5     0                        492.6663648709825        3.932346288062541E13
35                        34574.468085106986       2.707051510370203E-5     2.1952078440843137E-8    492.11609741098056       3.933206488812917E13
34666.66666666653         0                        1.3731504719412492E-5    0                        259.3445366882664        2.0277777777777766E13
34666.66666666653         35                       1.3848809992482866E-5    -9.328465465220144E-9    259.2431382187867        2.0277973908433496E13
0                         35106.38297872331        2.6509545622601045E-5    0                        491.82888184698976       3.8271259681427414E13
35                        35106.382978723734       2.654081491758858E-5     2.2898790876553016E-8    491.2488876228409        3.8279631519481875E13
35199.99999999987         0                        1.3942758638172688E-5    0                        258.0963804050238        2.033333333333332E13
35199.99999999987         35                       1.4059777578211931E-5    -9.252779100036958E-9    257.992645395548         2.0333530001333316E13
0                         35638.29787234033        2.595009092602019E-5     0                        490.9461294703487        3.7197002504459E13
35                        35638.29787234058        2.5982478867132518E-5    2.3801382371504834E-8    490.3336281872207        3.720513934875633E13
35733.333333333205        0                        1.415401255693288E-5     0                        256.852028230738         2.0388888888888875E13
35733.333333333205        35                       1.4270745741088484E-5    -9.176932627584908E-9    256.7459745640516        2.0389086094233133E13
0                         36170.212765957345       2.5361946244999287E-5    0                        490.01810774105945       3.610548924305237E13
35                        36170.2127659575         2.539550546005815E-5     2.465753011981382E-8     489.3700661165295        3.611338731882397E13
36266.66666666654         0                        1.4365266475693073E-5    0                        255.61149335421084       2.044444444444443E13
36266.66666666654         35                       1.4481714726493075E-5    -9.100910957075938E-9    255.50313989414306       2.0444642187132953E13
0                         36702.12765957437        2.474511157953834E-5     0                        489.044816659122         3.5001594860401844E13
35                        36702.127659574464       2.4779892787769536E-5    2.546489493670779E-8     488.3579125414176        3.500925145927736E13
